season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,total_boundaries,2nd_in_win
2011,501224,Deccan Chargers v Mumbai Indians,DC v MI,"27th match (D/N), Indian Premier League at Hyderabad (Deccan), Apr 24 2011",SRH,MI,SRH,BOWL FIRST,172/4,135/8,135/8,172/4,MI,Mum Indians won by 37 runs,2011-04-24T10:30Z,2011-04-26T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Sachin Tendulkar,Lasith Malinga,"Mumbai Indians 2, Deccan Chargers 0",FALSE,20,135,8,15,20,172,4,23,38,FALSE
2011,501225,Rajasthan Royals v Kochi Tuskers Kerala,RR v Kochi,"28th match (N), Indian Premier League at Jaipur, Apr 24 2011",RR,Kochi,RR,BOWL FIRST,109,111/2,111/2,109,RR,Royals won by 8 wickets (with 35 balls remaining),2011-04-24T14:30Z,2011-04-26T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Shane Warne,Mahela Jayawardene,Shane Warne,"Rajasthan Royals 2, Kochi Tuskers Kerala 0",FALSE,14.1,111,2,14,20,109,10,8,22,TRUE
2011,501226,Chennai Super Kings v Pune Warriors,CSK v PWI,"29th match (N), Indian Premier League at Chennai, Apr 25 2011",CSK,PWI,PWI,BOWL FIRST,142/6,117/9,142/6,117/9,CSK,Super Kings won by 25 runs,2011-04-25T14:30Z,2011-04-27T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Yuvraj Singh,Michael Hussey,"Chennai Super Kings 2, Pune Warriors 0",FALSE,20,142,6,14,20,117,9,8,22,FALSE
2011,501227,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,"30th match (N), Indian Premier League at Delhi, Apr 26 2011",DC,RCB,RCB,BOWL FIRST,160/6,161/7,160/6,161/7,RCB,RCB won by 3 wickets (with 3 balls remaining),2011-04-26T14:30Z,2011-04-28T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Virender Sehwag,Daniel Vettori,Virat Kohli,"Royal Challengers Bangalore 2, Delhi Daredevils 0",FALSE,20,160,6,18,19.3,161,7,22,40,TRUE
2011,501228,Pune Warriors v Chennai Super Kings,PWI v CSK,"31st match (D/N), Indian Premier League at Mumbai, Apr 27 2011",PWI,CSK,PWI,BAT FIRST,141/6,145/2,141/6,145/2,CSK,Super Kings won by 8 wickets (with 3 balls remaining),2011-04-27T10:30Z,2011-04-29T23:59Z,343050,"Dr DY Patil Sports Academy, Mumbai",Yuvraj Singh,MS Dhoni,Doug Bollinger,"Chennai Super Kings 2, Pune Warriors 0",FALSE,20,141,6,17,19.3,145,2,14,31,TRUE
2011,501229,Kochi Tuskers Kerala v Deccan Chargers,Kochi v DC,"32nd match (N), Indian Premier League at Kochi, Apr 27 2011",Kochi,SRH,Kochi,BOWL FIRST,129/7,74,74,129/7,SRH,Chargers won by 55 runs,2011-04-27T14:30Z,2011-04-29T23:59Z,58230,"Nehru Stadium, Kochi",Mahela Jayawardene,Kumar Sangakkara,Ishant Sharma,"Deccan Chargers 2, Kochi Tuskers Kerala 0",FALSE,16.3,74,10,9,20,129,7,14,23,FALSE
2011,501230,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,"33rd match (N), Indian Premier League at Delhi, Apr 28 2011",DC,KKR,DC,BOWL FIRST,148/7,131/9,131/9,148/7,KKR,KKR won by 17 runs,2011-04-28T14:30Z,2011-04-30T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Virender Sehwag,Gautam Gambhir,Manoj Tiwary,"Kolkata Knight Riders 2, Delhi Daredevils 0",FALSE,20,131,9,14,20,148,7,16,30,FALSE
2011,501231,Rajasthan Royals v Mumbai Indians,RR v MI,"34th match (D/N), Indian Premier League at Jaipur, Apr 29 2011",RR,MI,RR,BOWL FIRST,94/8,95/3,95/3,94/8,RR,Royals won by 7 wickets (with 11 balls remaining),2011-04-29T10:30Z,2011-05-01T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Shane Warne,Sachin Tendulkar,Johan Botha,"Rajasthan Royals 2, Mumbai Indians 0",FALSE,18.1,95,3,9,20,94,8,6,15,TRUE
2011,501232,Royal Challengers Bangalore v Pune Warriors,RCB v PWI,"35th match (N), Indian Premier League at Bengaluru, Apr 29 2011",RCB,PWI,PWI,BOWL FIRST,181/5,155/5,181/5,155/5,RCB,RCB won by 26 runs,2011-04-29T14:30Z,2011-05-01T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Daniel Vettori,Yuvraj Singh,Virat Kohli,"Royal Challengers Bangalore 2, Pune Warriors 0",FALSE,20,181,5,23,20,155,5,17,40,FALSE
2011,501233,Kochi Tuskers Kerala v Delhi Daredevils,Kochi v DC,"36th match (D/N), Indian Premier League at Kochi, Apr 30 2011",Kochi,DC,DC,BAT FIRST,157/7,119,119,157/7,DC,Daredevils won by 38 runs,2011-04-30T10:30Z,2011-05-02T23:59Z,58230,"Nehru Stadium, Kochi",Mahela Jayawardene,Virender Sehwag,Virender Sehwag,"Delhi Daredevils 2, Kochi Tuskers Kerala 0",FALSE,18.5,119,10,12,20,157,7,19,31,FALSE
2011,501234,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"37th match (N), Indian Premier League at Kolkata, Apr 30 2011",KKR,KXIP,KKR,BOWL FIRST,119/6,120/2,120/2,119/6,KKR,KKR won by 8 wickets (with 16 balls remaining),2011-04-30T14:30Z,2011-05-02T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Adam Gilchrist,Iqbal Abdulla,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,17.2,120,2,14,20,119,6,12,26,TRUE
2011,501235,Rajasthan Royals v Pune Warriors,RR v PWI,"38th match (D/N), Indian Premier League at Jaipur, May 1 2011",RR,PWI,RR,BOWL FIRST,143/7,144/4,144/4,143/7,RR,Royals won by 6 wickets (with 3 balls remaining),2011-05-01T10:30Z,2011-05-03T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Shane Warne,Yuvraj Singh,Ross Taylor,"Rajasthan Royals 2, Pune Warriors 0",FALSE,19.3,144,4,15,20,143,7,17,32,TRUE
2011,501236,Chennai Super Kings v Deccan Chargers,CSK v DC,"39th match (N), Indian Premier League at Chennai, May 1 2011",CSK,SRH,CSK,BAT FIRST,165/5,146/8,165/5,146/8,CSK,Super Kings won by 19 runs,2011-05-01T14:30Z,2011-05-03T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Kumar Sangakkara,Albie Morkel,"Chennai Super Kings 2, Deccan Chargers 0",FALSE,20,165,5,19,20,146,8,15,34,FALSE
2011,501237,Mumbai Indians v Kings XI Punjab,MI v KXIP,"40th match (D/N), Indian Premier League at Mumbai, May 2 2011",MI,KXIP,KXIP,BOWL FIRST,159/5,136/8,159/5,136/8,MI,Mum Indians won by 23 runs,2011-05-02T10:30Z,2011-05-04T23:59Z,58324,"Wankhede Stadium, Mumbai",Sachin Tendulkar,Adam Gilchrist,Kieron Pollard,"Mumbai Indians 2, Kings XI Punjab 0",FALSE,20,159,5,21,20,136,8,14,35,FALSE
2011,501238,Delhi Daredevils v Kochi Tuskers Kerala,DC v Kochi,"41st match (N), Indian Premier League at Delhi, May 2 2011",DC,Kochi,Kochi,BOWL FIRST,140/6,141/3,140/6,141/3,Kochi,Kochi won by 7 wickets (with 30 balls remaining),2011-05-02T14:30Z,2011-05-04T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Virender Sehwag,Mahela Jayawardene,Prasanth Parameswaran,"Kochi Tuskers Kerala 2, Delhi Daredevils 0",FALSE,20,140,6,18,15,141,3,20,38,TRUE
2011,501239,Deccan Chargers v Kolkata Knight Riders,DC v KKR,"42nd match (N), Indian Premier League at Hyderabad (Deccan), May 3 2011",SRH,KKR,SRH,BOWL FIRST,169/4,149/6,149/6,169/4,KKR,KKR won by 20 runs,2011-05-03T14:30Z,2011-05-05T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Gautam Gambhir,Yusuf Pathan,"Kolkata Knight Riders 2, Deccan Chargers 0",FALSE,20,149,6,14,20,169,4,19,33,FALSE
2011,501240,Chennai Super Kings v Rajasthan Royals,CSK v RR,"43rd match (D/N), Indian Premier League at Chennai, May 4 2011",CSK,RR,RR,BAT FIRST,147/6,149/2,149/2,147/6,CSK,Super Kings won by 8 wickets (with 8 balls remaining),2011-05-04T10:30Z,2011-05-06T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Shane Warne,Michael Hussey,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,18.4,149,2,14,20,147,6,18,32,TRUE
2011,501241,Pune Warriors v Mumbai Indians,PWI v MI,"44th match (N), Indian Premier League at Mumbai, May 4 2011",PWI,MI,PWI,BOWL FIRST,160/7,139/7,139/7,160/7,MI,Mum Indians won by 21 runs,2011-05-04T14:30Z,2011-05-06T23:59Z,343050,"Dr DY Patil Sports Academy, Mumbai",Yuvraj Singh,Sachin Tendulkar,Rahul Sharma,"Mumbai Indians 2, Pune Warriors 0",FALSE,20,139,7,15,20,160,7,19,34,FALSE
2011,501242,Kochi Tuskers Kerala v Kolkata Knight Riders,Kochi v KKR,"45th match (D/N), Indian Premier League at Kochi, May 5 2011",Kochi,KKR,KKR,BOWL FIRST,156/5,139/7,156/5,139/7,Kochi,Kochi won by 17 runs,2011-05-05T10:30Z,2011-05-07T23:59Z,58230,"Nehru Stadium, Kochi",Mahela Jayawardene,Gautam Gambhir,Brad Hodge,"Kochi Tuskers Kerala 2, Kolkata Knight Riders 0",FALSE,20,156,5,17,20,139,7,17,34,FALSE
2011,501243,Deccan Chargers v Delhi Daredevils,SRH v DC,"46th match (N), Indian Premier League at Hyderabad (Deccan), May 5 2011",SRH,DC,DC,BOWL FIRST,175/5,179/6,179/6,179/6,DC,Daredevils won by 4 wickets (with 6 balls remaining),2011-05-05T14:30Z,2011-05-07T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Virender Sehwag,Virender Sehwag,"Delhi Daredevils 2, Deccan Chargers 0",FALSE,19,179,6,24,19,179,6,24,48,TRUE
2011,501244,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,"47th match (N), Indian Premier League at Bengaluru, May 6 2011",RCB,KXIP,KXIP,BOWL FIRST,205/6,120/9,205/6,120/9,RCB,RCB won by 85 runs,2011-05-06T14:30Z,2011-05-08T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Daniel Vettori,Adam Gilchrist,Chris Gayle,"Royal Challengers Bangalore 2, Kings XI Punjab 0",FALSE,20,205,6,34,20,120,9,12,46,FALSE
2011,501245,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,"48th match (D/N), Indian Premier League at Kolkata, May 7 2011",KKR,CSK,CSK,BAT FIRST,114/4,61/2,61/2,114/4,KKR,KKR won by 10 runs (D/L method),2011-05-07T10:30Z,2011-05-09T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,MS Dhoni,Iqbal Abdulla,"Kolkata Knight Riders 2, Chennai Super Kings 0",FALSE,10,61,2,7,20,114,4,8,15,TRUE
2011,501246,Mumbai Indians v Delhi Daredevils,MI v DC,"49th match (N), Indian Premier League at Mumbai, May 7 2011",MI,DC,DC,BOWL FIRST,178/4,146,178/4,146,MI,Mum Indians won by 32 runs,2011-05-07T14:30Z,2011-05-09T23:59Z,58324,"Wankhede Stadium, Mumbai",Sachin Tendulkar,Virender Sehwag,Ambati Rayudu,"Mumbai Indians 2, Delhi Daredevils 0",FALSE,20,178,4,26,19.5,146,10,21,47,FALSE
2011,501247,Royal Challengers Bangalore v Kochi Tuskers Kerala,RCB v Kochi,"50th match (D/N), Indian Premier League at Bengaluru, May 8 2011",RCB,Kochi,Kochi,BAT FIRST,125/9,128/1,128/1,125/9,RCB,RCB won by 9 wickets (with 41 balls remaining),2011-05-08T10:30Z,2011-05-10T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Daniel Vettori,Mahela Jayawardene,Chris Gayle,"Royal Challengers Bangalore 2, Kochi Tuskers Kerala 0",FALSE,13.1,128,1,20,20,125,9,12,32,TRUE
2011,501248,Kings XI Punjab v Pune Warriors,KXIP v PWI,"51st match (N), Indian Premier League at Mohali, May 8 2011",KXIP,PWI,KXIP,BAT FIRST,119/8,120/5,119/8,120/5,PWI,Warriors won by 5 wickets (with 17 balls remaining),2011-05-08T14:30Z,2011-05-10T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Adam Gilchrist,Yuvraj Singh,Rahul Sharma,"Pune Warriors 2, Kings XI Punjab 0",FALSE,20,119,8,13,17.1,120,5,16,29,TRUE
2011,501249,Rajasthan Royals v Chennai Super Kings,RR v CSK,"52nd match (N), Indian Premier League at Jaipur, May 9 2011",RR,CSK,RR,BOWL FIRST,196/3,133,133,196/3,CSK,Super Kings won by 63 runs,2011-05-09T14:30Z,2011-05-11T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Shane Warne,MS Dhoni,Murali Vijay,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,19.3,133,10,12,20,196,3,25,37,FALSE
2011,501250,Deccan Chargers v Pune Warriors,DC v PWI,"53rd match (D/N), Indian Premier League at Hyderabad (Deccan), May 10 2011",SRH,PWI,SRH,BAT FIRST,136/8,137/4,136/8,137/4,PWI,Warriors won by 6 wickets (with 10 balls remaining),2011-05-10T10:30Z,2011-05-12T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kumar Sangakkara,Yuvraj Singh,Mitchell Marsh,"Pune Warriors 2, Deccan Chargers 0",FALSE,20,136,8,13,18.2,137,4,22,35,TRUE
2011,501251,Kings XI Punjab v Mumbai Indians,KXIP v MI,"54th match (N), Indian Premier League at Mohali, May 10 2011",KXIP,MI,MI,BOWL FIRST,163/8,87,163/8,87,KXIP,Kings XI won by 76 runs,2011-05-10T14:30Z,2011-05-12T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Adam Gilchrist,Sachin Tendulkar,Bhargav Bhatt,"Kings XI Punjab 2, Mumbai Indians 0",FALSE,20,163,8,18,12.5,87,10,12,30,FALSE
2011,501252,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"55th match (N), Indian Premier League at Jaipur, May 11 2011",RR,RCB,RCB,BOWL FIRST,146/6,151/1,146/6,151/1,RCB,RCB won by 9 wickets (with 18 balls remaining),2011-05-11T14:30Z,2011-05-13T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Shane Warne,Virat Kohli,Sreenath Aravind,"Royal Challengers Bangalore 2, Rajasthan Royals 0",FALSE,20,146,6,15,17,151,1,22,37,TRUE
2011,501253,Chennai Super Kings v Delhi Daredevils,CSK v DC,"56th match (N), Indian Premier League at Chennai, May 12 2011",CSK,DC,CSK,BAT FIRST,176/4,158/6,176/4,158/6,CSK,Super Kings won by 18 runs,2011-05-12T14:30Z,2011-05-14T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,James Hopes,MS Dhoni,"Chennai Super Kings 2, Delhi Daredevils 0",FALSE,20,176,4,23,20,158,6,17,40,FALSE
2011,501254,Kochi Tuskers Kerala v Kings XI Punjab,Kochi v KXIP,"57th match (N), Indian Premier League at Indore, May 13 2011",Kochi,KXIP,KXIP,BOWL FIRST,178/7,181/4,178/7,181/4,KXIP,Kings XI won by 6 wickets (with 7 balls remaining),2011-05-13T14:30Z,2011-05-15T23:59Z,58150,"Holkar Cricket Stadium, Indore",Mahela Jayawardene,Adam Gilchrist,Dinesh Karthik,"Kings XI Punjab 2, Kochi Tuskers Kerala 0",FALSE,20,178,7,19,18.5,181,4,27,46,TRUE
2011,501255,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"58th match (D/N), Indian Premier League at Bengaluru, May 14 2011",RCB,KKR,RCB,BOWL FIRST,89/4,105/6,105/6,89/4,RCB,RCB won by 4 wickets (with 3 balls remaining) (D/L method),2011-05-14T10:30Z,2011-05-16T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Gautam Gambhir,Chris Gayle,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",FALSE,12.3,105,6,15,13,89,4,10,25,FALSE
2011,501256,Mumbai Indians v Deccan Chargers,MI v DC,"59th match (N), Indian Premier League at Mumbai, May 14 2011",MI,SRH,SRH,BAT FIRST,135/6,125/8,125/8,135/6,SRH,Chargers won by 10 runs,2011-05-14T14:30Z,2011-05-16T23:59Z,58324,"Wankhede Stadium, Mumbai",Sachin Tendulkar,Kumar Sangakkara,Amit Mishra,"Deccan Chargers 2, Mumbai Indians 0",FALSE,20,125,8,12,20,135,6,13,25,FALSE
2011,501257,Kings XI Punjab v Delhi Daredevils,KXIP v DC,"60th match (D/N), Indian Premier League at Dharamsala, May 15 2011",KXIP,DC,DC,BOWL FIRST,170/6,141/8,170/6,141/8,KXIP,Kings XI won by 29 runs,2011-05-15T10:30Z,2011-05-17T23:59Z,58056,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Adam Gilchrist,James Hopes,Piyush Chawla,"Kings XI Punjab 2, Delhi Daredevils 0",FALSE,20,170,6,25,20,141,8,19,44,FALSE
2011,501258,Kochi Tuskers Kerala v Rajasthan Royals,Kochi v RR,"61st match (N), Indian Premier League at Indore, May 15 2011",Kochi,RR,Kochi,BOWL FIRST,97,98/2,98/2,97,Kochi,Kochi won by 8 wickets (with 76 balls remaining),2011-05-15T14:30Z,2011-05-17T23:59Z,58150,"Holkar Cricket Stadium, Indore",Mahela Jayawardene,Shane Warne,Brad Hodge,"Kochi Tuskers Kerala 2, Rajasthan Royals 0",FALSE,7.2,98,2,16,18.3,97,10,13,29,TRUE
2011,501259,Pune Warriors v Deccan Chargers,PWI v DC,"62nd match (N), Indian Premier League at Mumbai, May 16 2011",PWI,SRH,SRH,BOWL FIRST,136/9,138/4,136/9,138/4,SRH,Chargers won by 6 wickets (with 4 balls remaining),2011-05-16T14:30Z,2011-05-18T23:59Z,343050,"Dr DY Patil Sports Academy, Mumbai",Yuvraj Singh,Kumar Sangakkara,Amit Mishra,"Deccan Chargers 2, Pune Warriors 0",FALSE,20,136,9,17,19.2,138,4,14,31,TRUE
2011,501260,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,"63rd match (N), Indian Premier League at Dharamsala, May 17 2011",KXIP,RCB,KXIP,BAT FIRST,232/2,121,232/2,121,KXIP,Kings XI won by 111 runs,2011-05-17T14:30Z,2011-05-19T23:59Z,58056,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Adam Gilchrist,Virat Kohli,Adam Gilchrist,"Kings XI Punjab 2, Royal Challengers Bangalore 0",FALSE,20,232,2,32,17,121,10,16,48,FALSE
2011,501261,Chennai Super Kings v Kochi Tuskers Kerala,CSK v Kochi,"64th match (N), Indian Premier League at Chennai, May 18 2011",CSK,Kochi,CSK,BAT FIRST,152/5,141/5,152/5,141/5,CSK,Super Kings won by 11 runs,2011-05-18T14:30Z,2011-05-20T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Parthiv Patel,Wriddhiman Saha,"Chennai Super Kings 2, Kochi Tuskers Kerala 0",FALSE,20,152,5,16,20,141,5,13,29,FALSE
2011,501262,Pune Warriors v Kolkata Knight Riders,PWI v KKR,"65th match (N), Indian Premier League at Mumbai, May 19 2011",PWI,KKR,KKR,BOWL FIRST,118/7,119/3,118/7,119/3,KKR,KKR won by 7 wickets (with 20 balls remaining),2011-05-19T14:30Z,2011-05-21T23:59Z,343050,"Dr DY Patil Sports Academy, Mumbai",Yuvraj Singh,Gautam Gambhir,Yusuf Pathan,"Kolkata Knight Riders 2, Pune Warriors 0",FALSE,20,118,7,11,16.4,119,3,14,25,TRUE
2011,501263,Mumbai Indians v Rajasthan Royals,MI v RR,"66th match (N), Indian Premier League at Mumbai, May 20 2011",MI,RR,MI,BAT FIRST,133/5,134/0,133/5,134/0,RR,Royals won by 10 wickets (with 41 balls remaining),2011-05-20T14:30Z,2011-05-22T23:59Z,58324,"Wankhede Stadium, Mumbai",Sachin Tendulkar,Shane Warne,Shane Watson,"Rajasthan Royals 2, Mumbai Indians 0",FALSE,20,133,5,14,13.1,134,0,21,35,TRUE
2011,501264,Kings XI Punjab v Deccan Chargers,KXIP v DC,"67th match (D/N), Indian Premier League at Dharamsala, May 21 2011",KXIP,SRH,KXIP,BOWL FIRST,198/2,116,116,198/2,SRH,Chargers won by 82 runs,2011-05-21T10:30Z,2011-05-23T23:59Z,58056,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Adam Gilchrist,Cameron White,Shikhar Dhawan,"Deccan Chargers 2, Kings XI Punjab 0",FALSE,19,116,10,16,20,198,2,23,39,FALSE
2011,501265,Delhi Daredevils v Pune Warriors,DC v PWI,"68th match (N), Indian Premier League at Delhi, May 21 2011",DC,PWI,DC,BAT FIRST,56/3,,56/3,,No Result,No result,2011-05-21T14:30Z,2011-05-23T23:59Z,58040,"Arun Jaitley Stadium, Delhi",James Hopes,Yuvraj Singh,None,"Delhi Daredevils 1, Pune Warriors 1",FALSE,10.1,56,3,5,,,,,5,FALSE
2011,501266,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"69th match (D/N), Indian Premier League at Bengaluru, May 22 2011",RCB,CSK,RCB,BOWL FIRST,128/8,129/2,129/2,128/8,RCB,RCB won by 8 wickets (with 12 balls remaining),2011-05-22T10:30Z,2011-05-24T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Daniel Vettori,MS Dhoni,Chris Gayle,"Royal Challengers Bangalore 2, Chennai Super Kings 0",FALSE,18,129,2,16,20,128,8,14,30,TRUE
2011,501267,Kolkata Knight Riders v Mumbai Indians,KKR v MI,"70th match (N), Indian Premier League at Kolkata, May 22 2011",KKR,MI,MI,BOWL FIRST,175/7,178/5,175/7,178/5,MI,Mum Indians won by 5 wickets (with 0 balls remaining),2011-05-22T14:30Z,2011-05-24T23:59Z,57980,"Eden Gardens, Kolkata",Gautam Gambhir,Sachin Tendulkar,James Franklin,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,20,175,7,23,20,178,5,23,46,TRUE
2011,501268,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"1st Qualifying Final (N), Indian Premier League at Mumbai, May 24 2011",CSK,RCB,CSK,BOWL FIRST,175/4,177/4,177/4,175/4,CSK,Super Kings won by 6 wickets,2011-05-24T14:30Z,2011-05-26T23:59Z,58324,"Wankhede Stadium, Mumbai",MS Dhoni,Daniel Vettori,Suresh Raina,None,FALSE,19.4,177,4,24,20,175,4,20,44,TRUE
2011,501269,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"Elimination Final (N), Indian Premier League at Mumbai, May 25 2011",MI,KKR,MI,BOWL FIRST,147/7,148/6,148/6,147/7,MI,Mum Indians won by 4 wickets,2011-05-25T14:30Z,2011-05-27T23:59Z,58324,"Wankhede Stadium, Mumbai",Sachin Tendulkar,Gautam Gambhir,Munaf Patel,None,FALSE,19.2,148,6,21,20,147,7,18,39,TRUE
2011,501270,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"2nd Qualifying Final (N), Indian Premier League at Chennai, May 27 2011",MI,RCB,MI,BOWL FIRST,185/4,142/8,142/8,185/4,RCB,RCB won by 43 runs,2011-05-27T14:30Z,2011-05-29T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Sachin Tendulkar,Daniel Vettori,Chris Gayle,None,FALSE,20,142,8,17,20,185,4,21,38,FALSE
2011,501271,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"Final (N), Indian Premier League at Chennai, May 28 2011",CSK,RCB,CSK,BAT FIRST,205/5,147/8,205/5,147/8,CSK,Super Kings won by 58 runs,2011-05-28T14:30Z,2011-05-30T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Daniel Vettori,Murali Vijay,None,FALSE,20,205,5,20,20,147,8,15,35,FALSE
2010,419106,Deccan Chargers v Kolkata Knight Riders,DC v KKR,"1st match (N), Indian Premier League at Mumbai, Mar 12 2010",SRH,KKR,SRH,BOWL FIRST,161/4,150/7,150/7,161/4,KKR,KKR won by 11 runs,2010-03-12T14:30Z,2010-03-14T23:59Z,343050,"Dr DY Patil Sports Academy, Mumbai",Adam Gilchrist,Sourav Ganguly,Angelo Mathews,"Kolkata Knight Riders 2, Deccan Chargers 0",FALSE,20,150,7,15,20,161,4,19,34,FALSE
2010,419107,Mumbai Indians v Rajasthan Royals,MI v RR,"2nd match (D/N), Indian Premier League at Mumbai (BS), Mar 13 2010",MI,RR,MI,BAT FIRST,212/6,208/7,212/6,208/7,MI,Mum Indians won by 4 runs,2010-03-13T09:30Z,2010-03-15T23:59Z,58317,"Brabourne Stadium, Mumbai",Sachin Tendulkar,Shane Warne,Yusuf Pathan,"Mumbai Indians 2, Rajasthan Royals 0",FALSE,20,212,6,29,20,208,7,29,58,FALSE
2010,419108,Kings XI Punjab v Delhi Daredevils,KXIP v DC,"3rd match (N), Indian Premier League at Mohali, Mar 13 2010",KXIP,DC,DC,BOWL FIRST,142/9,146/5,142/9,146/5,DC,Daredevils won by 5 wickets (with 1 ball remaining),2010-03-13T14:30Z,2010-03-15T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kumar Sangakkara,Gautam Gambhir,Gautam Gambhir,"Delhi Daredevils 2, Kings XI Punjab 0",FALSE,20,142,9,16,19.5,146,5,17,33,TRUE
2010,419109,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"4th match (D/N), Indian Premier League at Kolkata, Mar 14 2010",KKR,RCB,KKR,BOWL FIRST,135/7,136/3,136/3,135/7,KKR,KKR won by 7 wickets (with 4 balls remaining),2010-03-14T10:30Z,2010-03-16T23:59Z,57980,"Eden Gardens, Kolkata",Sourav Ganguly,Anil Kumble,Manoj Tiwary,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,19.2,136,3,17,20,135,7,15,32,TRUE
2010,419110,Chennai Super Kings v Deccan Chargers,CSK v DC,"5th match (N), Indian Premier League at Chennai, Mar 14 2010",CSK,SRH,SRH,BAT FIRST,190/4,159/9,159/9,190/4,SRH,Chargers won by 31 runs,2010-03-14T14:30Z,2010-03-16T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Adam Gilchrist,Chaminda Vaas,"Deccan Chargers 2, Chennai Super Kings 0",FALSE,20,159,9,17,20,190,4,26,43,FALSE
2010,419111,Rajasthan Royals v Delhi Daredevils,RR v DC,"6th match (N), Indian Premier League at Ahmedabad, Mar 15 2010",RR,DC,DC,BOWL FIRST,141/6,142/4,141/6,142/4,DC,Daredevils won by 6 wickets (with 17 balls remaining),2010-03-15T14:30Z,2010-03-17T23:59Z,57851,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",Shane Warne,Gautam Gambhir,Virender Sehwag,"Delhi Daredevils 2, Rajasthan Royals 0",FALSE,20,141,6,18,17.1,142,4,17,35,TRUE
